1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1
1,0,0,1,20,0,0,0,0,0,32,1,11,11,11,11,11,11,12,11,1,4,4,4,8,4,5,7,1,0,0,1
1,0,0,1,0,3,0,0,0,0,0,1,11,12,11,11,11,11,11,11,1,4,8,4,4,4,4,8,1,0,0,1
1,0,0,1,0,0,0,0,0,0,0,1,11,11,11,11,11,11,11,11,1,4,4,4,4,4,4,4,0,0,0,1
1,0,0,0,0,0,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,4,4,4,8,4,8,4,0,0,3,1
1,0,3,0,0,0,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,4,1,0,0,1
1,0,0,1,0,0,0,13,13,0,0,1,11,11,11,11,11,11,11,11,1,4,4,4,4,8,4,4,1,0,0,1
1,0,0,1,0,0,0,13,13,3,22,1,11,11,11,11,11,12,11,11,1,4,8,4,4,4,4,4,1,0,0,1
1,0,0,1,1,1,1,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,13,1,1,1,1,0,0,1
1,0,0,1,32,0,0,13,13,0,32,1,1,1,1,1,1,1,1,1,1,32,0,13,13,0,0,0,1,0,0,1
1,0,0,1,27,0,0,13,13,0,27,1,1,1,1,1,1,1,1,1,1,28,0,13,13,0,0,0,1,0,0,1
1,0,0,1,0,0,0,13,13,0,0,1,1,1,1,1,1,1,1,1,1,0,0,13,13,0,0,0,1,0,0,1
1,0,0,1,0,0,0,13,13,0,0,1,1,1,1,1,1,1,1,1,1,0,0,13,13,0,3,0,1,3,0,1
1,0,0,1,0,0,0,13,13,0,0,1,1,1,1,1,1,1,1,1,1,0,0,13,13,0,0,0,1,0,0,1
1,0,0,1,0,3,0,13,13,30,29,1,1,1,1,1,1,1,1,1,1,0,0,13,13,0,0,0,1,0,0,1
1,0,0,1,0,0,0,13,13,30,29,1,1,1,1,1,1,1,1,1,1,0,0,13,13,0,0,0,1,0,0,1
1,0,0,1,0,0,0,13,13,30,29,1,1,1,1,1,1,1,1,1,1,0,0,13,13,0,0,0,1,0,0,1
1,0,0,1,1,1,1,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,13,1,1,1,1,0,0,1
1,0,0,0,0,0,0,13,13,0,0,1,0,0,0,0,0,0,0,0,1,20,0,13,13,0,0,32,1,0,0,1
1,0,0,0,0,3,0,13,13,0,0,1,0,0,3,0,19,0,0,0,1,0,0,13,13,0,0,27,1,0,0,1
1,0,0,0,0,0,0,13,13,13,13,13,13,13,13,19,10,19,13,13,13,13,13,13,13,0,0,0,0,0,0,1
1,0,3,0,0,0,0,13,13,13,13,13,13,13,19,19,19,19,19,13,13,13,13,13,13,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,1,0,10,19,1,1,1,19,19,1,0,0,0,0,0,0,0,1,0,3,1
1,0,0,0,0,0,0,0,0,0,0,1,19,19,1,1,1,1,1,10,1,0,0,0,0,0,0,0,1,0,0,1
1,0,0,0,0,0,0,0,0,0,0,1,19,1,1,1,1,1,1,19,1,0,0,0,0,28,30,29,1,0,0,1
1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
1,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,22,21,0,0,0,0,0,0,0,0,0,0,22,1
1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
